Conventions,G,BADC-CSV,1
title,G,Midas-open: Station site metadata for uk-soil-temperature-obs
source,G,Met Office MIDAS database
creator,G,Met Office
activity,G,Met Office MIDAS Open: UK Land Surface Stations Data
feature_type,G,point collection
observation_station,G,UK land surface observing network
location,G,UK
collection_name,G,midas-open
collection_version_number,G,dataset-version-201908
date_valid,G,2019-08-20
history,G,Created 2019-08-20
last_revised_date,G,2019-08-20
comments,G,This file contains geographic and temporal information for the stations covered in this version of the uk-soil-temperature-obs part of the MIDAS-open collection
comments,G,The temporal range given here is in relation to the data temporal range available for this station within this dataset and may differ from other dates for the given station in other MIDAS-open datasets
comments,G,The geographic location relates to the currently recorded station location to 3 decimal places of latitude and longitude
comments,G,If more precise geographical location information is required please contact the Met Office directly as there may be data management restrictions for stations located on private property
comments,G,Further station-specific details are given in each station folder in the associated capability files
comments,G,For fuller station metadata please use the MIDAS station search tool available from the Centre for Environmental Data Analysis
coordinate_variable,src_id,x
long_name,src_id,The unique MIDAS identifier for the station,1
type,src_id,int
comments,src_id,This is a unique ID ascribed to this station within the MIDAS system. It is used across MIDAS as a way to join related data and metadata together where a site may have used different identifiers for different meteorological reports over time.
long_name,station_name,The name for this station,1
type,station_name,char
long_name,station_file_name,The filename used for this station,1
type,station_file_name,char
comments,station_file_name,The filename is derived from the station name but replacing spaces with - as necessary
long_name,historic_county,the historic county this station is within,1
type,historic_county,char
comments,historic_county,Within MIDAS stations are associated with a set of fixed historic county definitions for the UK and are not amended to reflect modern county boundary changes. For more details refer to the MIDAS documentation.
long_name,station_latitude,The station latitude (WGS84),degrees
type,station_latitude,float
long_name,station_longitude,The station longitude (WGS84),degrees
type,station_longitude,float
long_name,station_elevation,The station elevation,m
type,station_elevation,float
comments,station_elevation,The station elevation in metres above mean sea level
long_name,first_year,first year of data associated with this station in this dataset,year
type,first_year,float
comments,first_year,This relates to the first year of available data within this version of this dataset. The first year may differ for this station within other datasets of Midas-open
long_name,last_year,last year of data associated with this station in this dataset,year
type,last_year,float
comments,last_year,This relates to the last year of data associated with this station in this dataset. It does not indicate whether the station is currently operational and the last year may differ for this station within other datasets of Midas-open
comments,last_year,The first and last year indicate simply the year of first and last available data in this dataset. They do not indicate the availability of data between those dates or availability of data within other datasets of Midas-open
data
src_id,station_name,station_file_name,historic_county,station_latitude,station_longitude,station_elevation,first_year,last_year
00994,GIRVAN,girvan,ayrshire,55.243,-4.857,8,2010,2010
00996,HUNTERSTON NO 3,hunterston-no-3,ayrshire,55.723,-4.893,8,2016,2018
00999,CULZEAN CASTLE,culzean-castle,ayrshire,55.351,-4.791,42,1991,2017
01005,AUCHINCRUIVE,auchincruive,ayrshire,55.477,-4.565,48,1959,2018
01006,PRESTWICK NO 2,prestwick-no-2,ayrshire,55.501,-4.584,16,1973,1993
01007,"PRESTWICK, GANNET",prestwick-gannet,ayrshire,55.515,-4.585,27,1996,2018
01010,KILMARNOCK,kilmarnock,ayrshire,55.607,-4.508,35,1959,1965
01011,KILMARNOCK NO 2,kilmarnock-no-2,ayrshire,55.608,-4.519,34,1965,1980
01012,CUMNOCK,cumnock,ayrshire,55.453,-4.274,99,1977,2004
01013,SAUGHALL,saughall,ayrshire,55.601,-4.226,221,1989,2013
01015,"DUMFRIES, DRUNGANS",dumfries-drungans,kirkcudbrightshire,55.054,-3.645,16,1998,1998
01017,DUMFRIES,dumfries,dumfriesshire,55.056,-3.595,49,1930,1998
01018,AUCHEN CASTLE,auchen-castle,dumfriesshire,55.329,-3.482,184,1981,1981
01019,DRUMLANRIG CASTLE,drumlanrig-castle,dumfriesshire,55.272,-3.804,75,1981,1982
01023,ESKDALEMUIR,eskdalemuir,dumfriesshire,55.312,-3.207,236,1971,2018
01026,CLATTERINGSHAWS NO 2,clatteringshaws-no-2,kirkcudbrightshire,55.075,-4.266,178,2003,2003
01027,GLENLEE,glenlee,kirkcudbrightshire,55.099,-4.185,55,2010,2010
01028,DUNDEUGH,dundeugh,kirkcudbrightshire,55.165,-4.202,119,1961,1981
01033,DUNDRENNAN,dundrennan,kirkcudbrightshire,54.803,-4.008,113,1990,2018
01035,THREAVE,threave,kirkcudbrightshire,54.926,-3.95,73,1965,2018
01036,CASTLE DOUGLAS,castle-douglas,kirkcudbrightshire,54.946,-3.892,60,1959,1965
01039,WEST FREUGH,west-freugh,wigtownshire,54.859,-4.935,11,1993,2018
01042,CREEBRIDGE,creebridge,wigtownshire,54.96,-4.475,18,2000,2000
01043,WHITHORN,whithorn,wigtownshire,54.703,-4.418,40,1981,1994
01044,NEWTON STEWART,newton-stewart,wigtownshire,54.96,-4.491,46,1979,1980
01054,ESKMEALS,eskmeals,cumbria,54.325,-3.408,8,1982,2001
01055,ST BEES HEAD NO 2,st-bees-head-no-2,cumbria,54.518,-3.615,124,1994,2018
01058,STAINBURN,stainburn,cumbria,54.646,-3.525,34,1983,1991
01059,EAGLESFIELD,eaglesfield,cumbria,54.639,-3.385,102,1982,1983
01060,KESWICK,keswick,cumbria,54.614,-3.157,81,1992,2018
01066,DRUMBURGH,drumburgh,cumbria,54.932,-3.159,7,1994,2018
01067,BLENCATHRA,blencathra,cumbria,54.62,-3.08,250,2007,2009
01070,CARLISLE,carlisle,cumbria,54.934,-2.964,28,1975,2018
01072,PENTON,penton,cumbria,55.086,-2.864,113,1992,2010
01073,NEWTON RIGG,newton-rigg,cumbria,54.67,-2.788,169,1906,2018
01074,WARCOP RANGE,warcop-range,cumbria,54.572,-2.413,227,1992,2018
01075,SPADEADAM,spadeadam,cumbria,55.041,-2.629,274,1959,1973
01076,SPADEADAM NO 2,spadeadam-no-2,cumbria,55.05,-2.554,285,2003,2018
01078,WALNEY ISLAND,walney-island,cumbria,54.125,-3.258,15,1994,2018
01082,CASTERTON NO 2,casterton-no-2,cumbria,54.209,-2.569,127,1991,1992
01083,SHAP,shap,cumbria,54.502,-2.685,252,1992,2018
01084,GREAT DUN FELL,great-dun-fell,cumbria,54.684,-2.45,847,1997,1997
01085,GREAT DUN FELL NO 2,great-dun-fell-no-2,cumbria,54.684,-2.451,847,2011,2011
01086,MOOR HOUSE,moor-house,cumbria,54.69,-2.377,556,1959,1980
01087,WIDDYBANK FELL,widdybank-fell,cumbria,54.663,-2.284,513,1974,1995
01088,"SOUTHPORT, GREENBANK",southport-greenbank,merseyside,53.622,-3.028,15,1988,2004
01089,BARROW-IN-FURNESS,barrow-in-furness,cumbria,54.126,-3.213,17,1961,1961
01090,"BLACKPOOL, SQUIRES GATE",blackpool-squires-gate,lancashire,53.775,-3.038,10,2011,2011
01093,AIGBURTH (RTC),aigburth-rtc,merseyside,53.36,-2.927,12,1973,1992
01094,SOUTHPORT NO 2,southport-no-2,merseyside,53.653,-3.005,7,1988,1988
01095,SOUTHPORT,southport,merseyside,53.679,-2.954,5,1959,1985
01096,AUGHTON,aughton,lancashire,53.55,-2.916,54,1979,1996
01100,GRIZEDALE,grizedale,cumbria,54.338,-3.021,91,1961,2007
01102,ST HELENS,st-helens,merseyside,53.438,-2.772,76,1973,1981
01103,LATHOM PARK,lathom-park,lancashire,53.571,-2.817,55,1971,1997
01104,KIRKHAM,kirkham,lancashire,53.804,-2.891,24,1959,1980
01105,HAZELRIGG,hazelrigg,lancashire,54.014,-2.775,95,1976,2018
01106,"GARSTANG, WINMARLEIGH",garstang-winmarleigh,lancashire,53.925,-2.81,21,1959,1969
01107,BAILRIGG,bailrigg,lancashire,54.005,-2.789,52,1968,1976
01110,PENKETH,penketh,cheshire,53.391,-2.663,16,1964,1970
01112,MYERSCOUGH,myerscough,lancashire,53.854,-2.767,14,1987,2018
01115,WINTER HILL,winter-hill,lancashire,53.626,-2.516,440,2006,2011
01117,BOLTON,bolton,greater-manchester,53.6,-2.419,107,1916,1991
01118,DARWEN,darwen,lancashire,53.69,-2.475,221,1921,1963
01121,SHUTTLEWORTH,shuttleworth,lancashire,53.655,-2.289,235,1997,1997
01122,HELMSHORE,helmshore,lancashire,53.68,-2.344,260,1959,1981
01123,"BURNLEY, MARSDEN HOSPITAL",burnley-marsden-hospital,lancashire,53.814,-2.222,200,1959,1971
01124,NELSON (LANCS),nelson-lancs,lancashire,53.842,-2.196,165,1959,1976
01125,ROCHDALE,rochdale,greater-manchester,53.609,-2.179,110,2007,2018
01130,NESS GARDENS,ness-gardens,cheshire,53.272,-3.047,38,1968,2011
01132,"NANTWICH, REASEHEATH HALL",nantwich-reaseheath-hall,cheshire,53.086,-2.526,40,1988,2018
01133,WINNINGTON,winnington,cheshire,53.268,-2.537,20,1959,1976
01134,KNUTSFORD,knutsford,cheshire,53.301,-2.368,65,1960,2000
01135,RINGWAY,ringway,greater-manchester,53.356,-2.281,69,2001,2004
01136,MACCLESFIELD,macclesfield,cheshire,53.265,-2.136,143,1925,1960
01137,RHYL NO 2,rhyl-no-2,clwyd,53.259,-3.509,77,1993,2018
01139,RHYL,rhyl,clwyd,53.314,-3.501,9,1926,1960
01142,MOEL-Y-CRIO,moel-y-crio,clwyd,53.22,-3.209,263,1985,2005
01143,HAWARDEN BRIDGE,hawarden-bridge,clwyd,53.217,-3.029,5,1924,1958
01144,HAWARDEN AIRPORT,hawarden-airport,clwyd,53.175,-2.986,11,1993,2018
01145,VALLEY,valley,gwynedd,53.253,-4.536,10,1982,2018
01147,AMLWCH,amlwch,gwynedd,53.381,-4.357,114,1998,1998
01148,BETWS-Y-COED,betws-y-coed,clwyd,53.097,-3.79,22,1976,2018
01149,COLWYN BAY,colwyn-bay,clwyd,53.291,-3.715,36,1929,2017
01151,"COLWYN BAY, NURSERY GARDENS",colwyn-bay-nursery-gardens,clwyd,53.293,-3.712,24,1972,1982
25728,HEMSBY TRIAL,hemsby-trial,norfolk,52.686,1.687,14,2000,2001
01153,RUTHIN,ruthin,clwyd,53.116,-3.297,82,1997,1997
01154,"LOGGERHEADS, COLOMENDY CENTRE",loggerheads-colomendy-centre,clwyd,53.149,-3.197,225,1960,2004
01155,LLANARMON DYFFRYN CEIRIOG,llanarmon-dyffryn-ceiriog,clwyd,52.886,-3.256,265,2011,2011
01156,BWLCHGWYN,bwlchgwyn,clwyd,53.06,-3.141,386,1959,1983
01157,WREXHAM,wrexham,clwyd,53.051,-2.989,88,1959,1974
01160,BOTWNNOG,botwnnog,gwynedd,52.851,-4.582,34,1960,1994
01161,ABERDARON,aberdaron,gwynedd,52.789,-4.741,95,1993,2018
01165,PEN-Y-FFRIDD,pen-y-ffridd,gwynedd,53.21,-4.155,86,1959,1997
01166,PORTHMADOG,porthmadog,gwynedd,52.915,-4.158,7,1997,1999
01167,SNOWDON SUMMIT,snowdon-summit,gwynedd,53.068,-4.077,1040,1996,1997
01168,CWM DYLI,cwm-dyli,gwynedd,53.068,-4.011,94,1959,1967
01169,ABER,aber,gwynedd,53.235,-4.024,18,1959,1982
01170,ABER NO 2,aber-no-2,gwynedd,53.238,-4.015,15,1983,2002
01171,CAPEL CURIG NO 3,capel-curig-no-3,gwynedd,53.094,-3.941,216,1993,2018
16580,"CAIRNORRIE, DRAKEMYRE CROFT",cairnorrie-drakemyre-croft,aberdeenshire,57.464,-2.208,154,1995,2006
01180,BALA,bala,gwynedd,52.908,-3.584,163,1970,2018
01182,CORWEN,corwen,clwyd,52.947,-3.418,144,1959,1982
01187,MOEL CYNNEDD,moel-cynnedd,powys-north,52.475,-3.705,358,1976,1998
01188,LLANFAIR CAEREINION,llanfair-caereinion,powys-north,52.641,-3.283,243,1977,2006
01189,LAKE VYRNWY,lake-vyrnwy,powys-north,52.758,-3.458,303,1961,1985
01190,LAKE VYRNWY NO 2,lake-vyrnwy-no-2,powys-north,52.757,-3.465,360,1994,2018
01192,NEWTOWN,newtown,powys-north,52.5,-3.341,120,1989,1991
01193,FORDEN,forden,powys-north,52.597,-3.153,91,1978,1980
01194,FORDEN NO 2,forden-no-2,powys-north,52.613,-3.122,135,1981,1983
01195,FORDEN NO 3,forden-no-3,powys-north,52.613,-3.125,150,1984,1986
01196,HOPE,hope,powys-north,52.662,-3.112,91,1977,1978
01198,ABERPORTH,aberporth,dyfed,52.14,-4.571,133,1982,2018
01204,SWYDDFFYNNON,swyddffynnon,dyfed,52.272,-3.916,168,2012,2018
01205,GOGERDDAN,gogerddan,dyfed,52.432,-4.02,31,1959,2018
01209,TRAWSGOED,trawsgoed,dyfed,52.344,-3.948,63,1993,2018
01210,LLETY-EVAN-HEN,llety-evan-hen,dyfed,52.448,-3.925,290,1959,1977
01211,CWMYSTWYTH,cwmystwyth,dyfed,52.359,-3.803,301,1959,2011
01213,PENDINE,pendine,dyfed,51.745,-4.509,5,1987,1988
01214,DALE FORT,dale-fort,dyfed,51.703,-5.152,33,1961,2017
01215,MILFORD HAVEN CONSERVANCY BOARD,milford-haven-conservancy-board,dyfed,51.709,-5.053,44,1996,2018
01217,ORIELTON,orielton,dyfed,51.653,-4.96,60,1964,2018
01222,TENBY,tenby,dyfed,51.669,-4.708,5,1928,2018
01223,WHITECHURCH,whitechurch,dyfed,51.989,-4.679,129,1978,2018
01225,"ST CLEARS, SALEM ROAD",st-clears-salem-road,dyfed,51.833,-4.493,40,1997,2012
01226,PEMBREY SANDS,pembrey-sands,dyfed,51.714,-4.367,3,1996,2011
01227,SARON,saron,dyfed,52.013,-4.37,152,1997,1997
01228,TOWY CASTLE,towy-castle,dyfed,51.804,-4.313,88,1980,1992
01229,CARMARTHEN,carmarthen,dyfed,51.841,-4.306,15,1962,1984
01231,LLANDEILO,llandeilo,dyfed,51.86,-4.039,80,1994,2013
01233,BRONYDD-MAWR,bronydd-mawr,powys-south,51.964,-3.629,330,1985,2009
01238,LLYSDINAM,llysdinam,powys-south,52.216,-3.452,196,1989,2018
01239,CEFN-LLECH,cefn-llech,powys-south,52.384,-3.537,317,1998,1998
01242,LLANDRINDOD WELLS,llandrindod-wells,powys-south,52.235,-3.376,235,1961,1974
01243,VELINDRE,velindre,powys-south,52.026,-3.187,152,1982,2018
01244,LLANDRINDOD WELLS NO 2,llandrindod-wells-no-2,powys-south,52.244,-3.384,195,1974,1975
01245,LLANGUNLLO NO 2,llangunllo-no-2,powys-south,52.332,-3.133,310,1989,2017
01249,LIBANUS,libanus,powys-south,51.924,-3.489,331,1998,2018
01255,MUMBLES HEAD,mumbles-head,west-glamorgan,51.566,-3.982,43,2011,2011
01256,PENMAEN,penmaen,west-glamorgan,51.58,-4.121,87,1968,2009
01257,"SWANSEA, VICTORIA PARK",swansea-victoria-park,west-glamorgan,51.612,-3.962,8,1910,1998
01262,TONDU,tondu,mid-glamorgan,51.545,-3.617,90,1997,1997
01264,BRIDGEND NO 2,bridgend-no-2,mid-glamorgan,51.505,-3.559,42,1974,1980
01270,FLAT HOLM,flat-holm,south-glamorgan,51.379,-3.123,15,1998,2005
01272,"CARDIFF, BUTE PARK",cardiff-bute-park,south-glamorgan,51.488,-3.189,9,1977,2018
01273,CARDIFF,cardiff,south-glamorgan,51.507,-3.161,62,1913,1976
01276,"TREDEGAR, BRYN BACH PARK NO 2",tredegar-bryn-bach-park-no-2,gwent,51.784,-3.268,360,2010,2018
01277,NEWPORT (MONMOUTH),newport-monmouth,gwent,51.558,-3.041,23,1959,1977
01278,"NEWPORT, CLEPPA PARK",newport-cleppa-park,gwent,51.557,-3.044,19,1988,1989
01279,USK,usk,gwent,51.713,-2.914,19,1959,2010
01280,PENHOW,penhow,gwent,51.612,-2.851,100,2009,2010
01282,CRUMBLAND PLANTATION,crumbland-plantation,gwent,51.718,-2.763,245,1959,1981
01284,HAWKRIDGE,hawkridge,somerset,51.083,-3.605,314,1959,1992
01285,LISCOMBE,liscombe,somerset,51.087,-3.609,348,1993,2018
01288,MINEHEAD,minehead,somerset,51.201,-3.467,8,1987,1995
01289,TIVINGTON,tivington,somerset,51.201,-3.531,83,1989,1998
01290,"NETTLECOMBE, BIRDS HILL",nettlecombe-birds-hill,somerset,51.118,-3.349,271,1984,2012
01291,NETTLECOMBE,nettlecombe,somerset,51.131,-3.35,96,1968,2017
01292,BRYMORE SCHOOL,brymore-school,somerset,51.149,-3.081,25,1978,1996
01293,CANNINGTON,cannington,somerset,51.153,-3.066,25,1959,2005
01297,TAUNTON,taunton,somerset,51.008,-3.1,22,1987,1989
01300,"CREWKERNE, WADHAM SCHOOL",crewkerne-wadham-school,somerset,50.89,-2.786,101,1977,1991
01302,YEOVILTON,yeovilton,somerset,51.006,-2.643,20,1982,2018
01304,RODNEY STOKE,rodney-stoke,somerset,51.248,-2.734,40,1964,2017
01305,LONG ASHTON,long-ashton,avon,51.425,-2.669,51,1920,2002
01307,"CASTLE CARY, GROVE MEAD",castle-cary-grove-mead,somerset,51.08,-2.504,135,2002,2004
01309,WINCANTON,wincanton,somerset,51.056,-2.424,113,1962,1982
01311,"BATH, BEECHEN CLIFF SCHOOL",bath-beechen-cliff-school,avon,51.372,-2.359,114,1963,2005
01312,BATH,bath,avon,51.386,-2.355,20,1904,1963
01314,"WEYMOUTH, WYKE REGIS",weymouth-wyke-regis,dorset,50.595,-2.477,33,1993,2011
01315,"WEYMOUTH, WESTHAM",weymouth-westham,dorset,50.615,-2.481,21,1993,1993
01317,LOWER KINGCOMBE,lower-kingcombe,dorset,50.789,-2.634,122,2008,2008
01319,ISLE OF PORTLAND,isle-of-portland,dorset,50.522,-2.456,52,2004,2011
01322,WINFRITH,winfrith,dorset,50.682,-2.256,26,1962,1991
01324,FONTMELL MAGNA,fontmell-magna,dorset,50.951,-2.185,90,1998,2014
01326,SWANAGE,swanage,dorset,50.614,-1.959,10,1959,2011
01328,POOLE S WKS,poole-s-wks,dorset,50.744,-1.994,5,1965,2004
01336,"PLYMOUTH, MOUNTBATTEN",plymouth-mountbatten,devon,50.355,-4.121,50,1982,2018
01337,PLYMOUTH HOE,plymouth-hoe,devon,50.363,-4.141,36,1959,1980
01338,RUMLEIGH,rumleigh,devon,50.491,-4.196,23,1978,1995
01339,TAVISTOCK,tavistock,devon,50.553,-4.144,139,1961,1979
01341,ROADFORD DAM,roadford-dam,devon,50.687,-4.234,131,1988,1992
01343,SAUNTON SANDS,saunton-sands,devon,51.118,-4.221,15,2003,2006
01346,CHIVENOR,chivenor,devon,51.089,-4.149,6,1996,2018
01348,ILFRACOMBE,ilfracombe,devon,51.21,-4.12,8,1930,1989
01350,"PRINCETOWN, PRISON",princetown-prison,devon,50.549,-4.001,453,1936,1998
01352,NORTH WYKE,north-wyke,devon,50.769,-3.904,177,1981,2018
01358,CHAWLEIGH,chawleigh,devon,50.896,-3.812,168,1978,1982
01359,CHELDON BARTON,cheldon-barton,devon,50.906,-3.802,163,1968,1977
01360,"DARTINGTON, TIGLEY",dartington-tigley,devon,50.428,-3.753,87,1994,1998
01362,SLAPTON,slapton,devon,50.293,-3.652,32,1986,2007
01363,STRETE,strete,devon,50.309,-3.633,125,1992,2000
01364,TOTNES NO 2,totnes-no-2,devon,50.454,-3.696,82,1969,1976
01365,NEWTON ABBOT,newton-abbot,devon,50.544,-3.655,83,1959,1976
01366,"BOVEY TRACEY, YARNER WOOD NO 2",bovey-tracey-yarner-wood-no-2,devon,50.592,-3.717,198,1977,1998
01367,BERRY HEAD,berry-head,devon,50.399,-3.484,58,2010,2011
01369,"TORQUAY, ABBEY PARK",torquay-abbey-park,devon,50.465,-3.541,15,1916,1998
01371,TEIGNMOUTH,teignmouth,devon,50.545,-3.495,3,1931,2011
01372,STARCROSS,starcross,devon,50.63,-3.455,9,1959,1990
01380,ROUSDON NO 2,rousdon-no-2,devon,50.711,-3.0,150,1998,1998
01383,DUNKESWELL AERODROME,dunkeswell-aerodrome,devon,50.86,-3.24,252,1979,2018
01386,SCILLY: ST MARYS AIRPORT,scilly-st-marys-airport,isles-of-scilly,49.915,-6.296,31,1993,2018
01389,"PENZANCE, PENLEE GARDENS",penzance-penlee-gardens,cornwall,50.118,-5.543,19,1926,1958
01390,GULVAL,gulval,cornwall,50.132,-5.519,15,1959,1981
01393,CULDROSE,culdrose,cornwall,50.084,-5.257,76,1999,2018
01395,CAMBORNE,camborne,cornwall,50.218,-5.328,87,1982,2018
01396,ROSEWARNE,rosewarne,cornwall,50.224,-5.306,76,1959,1989
01398,LIZARD LIGHTHOUSE,lizard-lighthouse,cornwall,49.959,-5.202,55,1991,1998
01399,FALMOUTH,falmouth,cornwall,50.152,-5.078,51,1930,1953
01400,PENDENNIS POINT,pendennis-point,cornwall,50.145,-5.045,42,2004,2007
01401,TRELISSICK,trelissick,cornwall,50.217,-5.033,39,1991,2001
01402,NEWQUAY,newquay,cornwall,50.412,-5.081,53,1920,1958
01403,"NEWQUAY, NO 2",newquay-no-2,cornwall,50.409,-5.067,32,1998,1998
01405,ST MAWGAN,st-mawgan,cornwall,50.439,-4.998,103,1996,2008
01408,HELIGAN,heligan,cornwall,50.283,-4.807,70,1994,2000
01410,"ST AUSTELL, BETHEL",st-austell-bethel,cornwall,50.346,-4.755,55,1975,1989
01415,"CARDINHAM, BODMIN",cardinham-bodmin,cornwall,50.502,-4.667,200,1992,2018
01418,BUDE,bude,cornwall,50.829,-4.546,15,1924,2011
01422,ELLBRIDGE,ellbridge,cornwall,50.447,-4.253,69,1959,1977
01429,BALLYKELLY,ballykelly,londonderry,55.057,-7.008,4,1996,2012
01432,AGHANLOO,aghanloo,londonderry,55.073,-6.947,18,1984,1995
01434,DERRYNOYD FOREST,derrynoyd-forest,londonderry,54.802,-6.803,88,1968,1970
01437,COLERAINE UNIVERSITY,coleraine-university,londonderry,55.154,-6.678,23,1969,2003
01439,GARVAGH FOREST,garvagh-forest,londonderry,54.984,-6.695,88,1967,1978
01440,MONEYDIG,moneydig,londonderry,54.993,-6.61,34,1968,1980
01448,PORTGLENONE,portglenone,antrim,54.865,-6.458,64,2000,2018
01450,ALDERGROVE,aldergrove,antrim,54.664,-6.225,63,1965,2018
01451,GREENMOUNT,greenmount,antrim,54.697,-6.208,38,1963,1996
01457,CARNLOUGH,carnlough,antrim,54.984,-5.993,12,1998,2005
01458,PARKMORE FOREST,parkmore-forest,antrim,55.019,-6.12,235,1960,2003
01467,BALLYPATRICK FOREST,ballypatrick-forest,antrim,55.181,-6.154,156,1993,2018
01469,"BELFAST, MALONE",belfast-malone,antrim,54.553,-5.968,35,1966,1990
01472,NEWTOWNABBEY,newtownabbey,antrim,54.652,-5.925,32,1967,1980
01475,BELFAST NEWFORGE,belfast-newforge,down,54.56,-5.941,36,1982,2018
01488,KILLOWEN,killowen,down,54.077,-6.184,4,2011,2011
01489,HILLSBOROUGH,hillsborough,down,54.453,-6.073,116,1959,2018
01490,HILLSBOROUGH MET OFFICE,hillsborough-met-office,down,54.485,-6.098,38,1980,2003
01493,MOURNE GRANGE,mourne-grange,down,54.068,-6.043,44,1981,1982
01494,TRASSEY SLIEVENAMAN,trassey-slievenaman,down,54.206,-6.006,220,2003,2018
01495,"BALLYKINE, ROCKVALE",ballykine-rockvale,down,54.399,-5.93,125,1993,1993
01496,TOLLYMORE PARK,tollymore-park,down,54.226,-5.94,93,1960,1970
01497,BRYANSFORD,bryansford,down,54.228,-5.937,85,1979,2001
01502,MURLOUGH,murlough,down,54.245,-5.832,12,1968,2018
01503,TIMPANY,timpany,down,54.363,-5.885,98,1967,1969
01504,KATESBRIDGE,katesbridge,down,54.297,-6.111,91,2011,2013
01505,"SAINTFIELD, ROWALLANE",saintfield-rowallane,down,54.447,-5.83,95,1985,2003
01507,STORMONT CASTLE,stormont-castle,down,54.603,-5.83,56,1961,2009
01508,CASTLEREAGH,castlereagh,down,54.565,-5.871,122,2007,2016
01509,MAGHERALLY,magherally,down,54.359,-6.196,97,1981,2018
01510,"DOWNPATRICK, KILLAVEES HOUSE",downpatrick-killavees-house,down,54.33,-5.69,58,1987,1995
01515,"HOLYWOOD, CROFT GARDENS",holywood-croft-gardens,down,54.642,-5.824,35,1985,1986
01517,BALLYWATTICOCK,ballywatticock,down,54.572,-5.657,6,1977,2018
01522,"BANGOR, SEACOURT",bangor-seacourt,down,54.668,-5.68,15,1975,1988
01523,HELENS BAY,helens-bay,down,54.669,-5.748,43,1989,2018
01529,ORLOCK HEAD,orlock-head,down,54.674,-5.584,35,2003,2011
01530,ARMAGH,armagh,armagh,54.352,-6.65,62,1994,2018
01531,LOUGHGALL NO 1,loughgall-no-1,armagh,54.408,-6.604,25,1959,1995
01532,ANNAGHMORE,annaghmore,armagh,54.459,-6.603,27,1980,2008
01534,GLENANNE NO 2,glenanne-no-2,armagh,54.237,-6.503,161,1993,2018
01538,PORTADOWN S WKS,portadown-s-wks,armagh,54.438,-6.43,16,1965,1975
01540,LURGAN CEMETERY,lurgan-cemetery,armagh,54.449,-6.347,55,1966,1985
01543,CASTLEDERG,castlederg,tyrone,54.707,-7.577,49,2001,2018
01544,BARONS COURT,barons-court,tyrone,54.696,-7.423,132,1987,2004
01545,BARONS COURT FOREST,barons-court-forest,tyrone,54.705,-7.441,88,1968,1973
01546,"STRABANE, GLEN ROAD",strabane-glen-road,tyrone,54.829,-7.451,60,1986,1994
01547,STRABANE,strabane,tyrone,54.823,-7.453,44,1971,1983
01550,LISLAP FOREST,lislap-forest,tyrone,54.686,-7.249,209,1959,1973
01551,EDENFEL,edenfel,tyrone,54.594,-7.283,89,1991,2016
01552,KNOCKMANY FOREST,knockmany-forest,tyrone,54.437,-7.173,73,1968,1970
01555,POMEROY FOREST,pomeroy-forest,tyrone,54.595,-6.91,174,1962,1985
01557,COOKSTOWN,cookstown,tyrone,54.615,-6.738,77,1967,1995
01562,CORGARY,corgary,fermanagh,54.44,-8.052,145,2004,2004
01563,LOUGH NAVAR FOREST,lough-navar-forest,fermanagh,54.439,-7.901,126,2000,2018
01566,ELY LODGE,ely-lodge,fermanagh,54.408,-7.707,64,1959,1960
01567,CASTLE ARCHDALE FOREST,castle-archdale-forest,fermanagh,54.482,-7.709,66,1962,1994
01568,ST ANGELO,st-angelo,fermanagh,54.396,-7.645,47,1993,2013
01570,LISNASKEA CREAMERY,lisnaskea-creamery,fermanagh,54.264,-7.477,49,2000,2000
01571,PUBBLE FOREST,pubble-forest,fermanagh,54.366,-7.485,91,1968,1970
10165,"COVENTRY, CITY HOSPITAL",coventry-city-hospital,west-midlands,52.414,-1.506,85,1911,1950
16725,WAINFLEET NO 2,wainfleet-no-2,lincolnshire,53.088,0.271,3,1996,2018
16769,WIGGONHOLT,wiggonholt,west-sussex,50.938,-0.494,28,1998,2009
18898,"BERRIEDALE, BADRINSARY",berriedale-badrinsary,caithness,58.197,-3.499,160,1997,2001
18901,"KIRRIEMUIR, ST MARYS RECTORY",kirriemuir-st-marys-rectory,angus,56.675,-3.012,135,1996,1999
18902,"BUTTERSTONE, LUNANBANK",butterstone-lunanbank,perthshire-in-tayside-region,56.59,-3.485,85,1996,1997
18903,SOUTH UIST RANGE,south-uist-range,western-isles,57.358,-7.385,4,2000,2018
24996,"HEREFORD, CREDENHILL",hereford-credenhill,hereford-and-worcester,52.08,-2.802,76,1999,2018
18954,"MINTLAW, BROOMBANK",mintlaw-broombank,aberdeenshire,57.539,-1.981,35,1997,2007
18959,"ABERFELDY, MAINS OF MURTHLY",aberfeldy-mains-of-murthly,perthshire-in-tayside-region,56.62,-3.837,174,1999,1999
18961,POMEROY PRIMARY SCHOOL,pomeroy-primary-school,tyrone,54.594,-6.922,157,1997,1997
18974,TIREE,tiree,argyll-in-strathclyde-region,56.5,-6.881,9,1982,2018
18979,"DALMALLY, STRONMILCHAN",dalmally-stronmilchan,argyll-in-strathclyde-region,56.41,-4.999,55,1997,2005
18985,LIVINGSTON MILL,livingston-mill,west-lothian-in-lothian-region,55.885,-3.546,108,1996,2018
16820,"ABERYSTWYTH, CORPORATION YARD",aberystwyth-corporation-yard,dyfed,52.412,-4.083,4,1926,1960
